Player,Team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
SpencerSTorkelsonTorkelsonB,DET,361,1308,171,289,71,3,49,159,137,375.0,3,1,0.221,.300,0.392,.692
AbrahamAToroToroB,BOS,365,1179,145,259,47,4,34,134,87,228.0,14,7,0.22,.285,0.353,.638
LuisLTorrensTorrensDH,NYM,3,7,1,2,0,0,0,0,1,1.0,0,0,0.286,0.375,0.286,0.661
BryanBTorresTorresLF,STL,4,4,1,0,0,0,0,1,2,1.0,0,1,0.0,0.333,0.0,0.333
EzequielETovarTovarSS,COL,319,1269,164,330,83,8,42,153,50,375.0,17,10,0.26,.290,0.437,.727
MichaelMTrautweinTrautweinC,CIN,1,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
AlanATrejoTrejoB,TEX,174,434,50,99,19,0,9,47,26,112.0,6,3,0.228,.276,0.334,.610
LucaLTreshTreshX,KC,3,5,0,2,0,0,0,0,0,1.0,0,0,0.4,0.4,0.4,0.8
JoseJTrevinoTrevinoC,CIN,400,1190,131,281,52,1,32,141,61,225.0,4,2,0.236,.275,0.362,.637
JamesJTriantosTriantosB,CHC,3,8,1,2,1,0,0,3,0,2.0,0,0,0.25,0.222,0.375,0.597
JaredJTrioloTrioloB,PIT,179,575,71,139,19,1,12,67,66,181.0,14,2,0.242,.325,0.341,.666
ChadwickCTrompTrompC,ATL,59,151,16,35,10,0,5,22,2,48.0,0,0,0.232,.237,0.397,.634
MikeMTroutTroutRF,LAA,1,1,1,0,0,0,0,0,1,1.0,0,0,0.0,0.5,0.0,0.5
KyleKTuckerTuckerDH,CHC,2,3,0,0,0,0,0,0,3,0.0,0,0,0.0,0.5,0.0,0.5
BriceBTurangTurangB,MIL,292,963,118,230,33,7,13,91,88,199.0,76,10,0.239,.303,0.328,.631
JustinJTurnerTurnerDH,CHC,1,2,1,2,0,0,0,0,1,0.0,0,0,1.0,1.0,1.0,2.0
RileyRUnroeUnroeLF,DET,1,2,1,1,0,0,0,0,0,0.0,0,0,0.5,0.5,0.5,1.0
FranciscoFUrbaezUrbaezB,CIN,1,2,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
GioGUrshelaUrshelaB,ATH,792,2626,302,716,133,8,73,332,165,515.0,7,4,0.273,.316,0.413,.729
LuisLUrasUrasB,ATH,486,1506,203,349,68,4,52,196,181,388.0,9,6,0.232,.331,0.386,.717
RamnRUrasUrasB,BAL,429,1322,170,346,64,6,39,171,110,336.0,6,4,0.262,.328,0.408,.736
YordysYValdesValdesSS,CLE,2,2,0,0,0,0,0,1,0,1.0,0,0,0.0,0.0,0.0,0.0
EnmanuelEValdezValdezX,PIT,2,4,0,1,0,0,0,0,0,0.0,0,0,0.25,0.25,0.25,0.5
MiguelMVargasVargasB,CWS,171,509,62,89,23,4,13,56,65,131.0,7,3,0.175,.273,0.312,.585
WillyWVasquezVasquezB,TB,2,3,1,1,1,0,0,1,0,1.0,0,0,0.333,0.333,0.667,1.0
AndrewAVaughnVaughnB,CWS,562,2063,238,522,110,4,72,274,146,458.0,3,1,0.253,.310,0.415,.725
TerrinTVavraVavraB,BAL,67,138,23,35,2,1,1,17,17,31.0,1,1,0.254,.331,0.304,.635
JavierJVazVazB,KC,1,2,1,1,0,0,0,0,1,0.0,0,0,0.5,0.667,0.5,1.167
DanielDVazquezVazquezSS,KC,3,4,1,2,0,0,0,0,1,0.0,0,0,0.5,0.6,0.5,1.1
LuisLVazquezVazquezB,BAL,2,4,0,0,0,0,0,0,1,0.0,0,1,0.0,0.2,0.0,0.2
DiegoDVelasquezVelasquezB,SF,3,3,0,1,1,0,0,0,1,1.0,0,0,0.333,0.5,0.667,1.167
AndrewAVelazquezVelazquezB,NYY,3,6,0,1,0,0,0,0,0,3.0,0,0,0.167,0.167,0.167,0.334
NelsonNVelzquezVelzquezRF,KC,194,552,86,117,21,4,31,87,52,177.0,7,2,0.212,.286,0.433,.719
WilfredWVerasVerasRF,CWS,2,3,0,0,0,0,0,0,1,1.0,0,0,0.0,0.25,0.0,0.25
WillWVerdungVerdungB,ATL,1,0,0,0,0,0,0,0,1,0.0,0,0,0.0,1.0,0.0,1.0
MarkMVientosVientosB,NYM,192,667,80,162,28,1,37,96,48,218.0,1,0,0.243,.297,0.454,.751
MattMVierlingVierlingCF,DET,429,1393,195,361,64,13,34,139,112,323.0,21,11,0.259,.317,0.397,.714
RyanRViladeViladeRF,STL,2,2,0,1,0,0,0,0,0,1.0,0,0,0.5,0.667,0.5,1.167
AnthonyAVilarVilarC,SD,1,1,0,1,0,0,0,0,0,0.0,0,0,1.0,1.0,1.0,2.0
DavidDVillarVillarB,SF,109,315,39,63,16,1,15,40,30,116.0,1,2,0.2,.288,0.4,.688
KevinKVillavicencioVillavicencioB,NYM,2,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
AnthonyAVolpeVolpeSS,NYY,319,1178,152,268,50,11,33,120,94,323.0,52,12,0.228,.288,0.373,.661
AJAVukovichVukovichLF,AZ,4,5,0,1,0,0,0,0,0,0.0,0,0,0.2,0.2,0.2,0.4
ChristianCVzquezVzquezC,MIN,928,3054,346,774,150,5,68,335,199,621.0,32,17,0.253,.301,0.373,.674
LaMonteLWadeJrWadeB,SF,480,1408,203,346,59,7,53,167,212,343.0,12,4,0.246,.351,0.411,.762
TylerTWadeWadeSS,SD,3,9,0,1,0,0,0,0,0,1.0,1,0,0.111,0.111,0.111,0.222
EricEWagamanWagamanDH,MIA,1,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
WillWWagnerWagnerB,TOR,24,82,8,25,6,0,2,11,4,16.0,0,0,0.305,.337,0.451,.788
SebastianSWalcottWalcottSS,TEX,4,4,1,2,1,0,0,0,0,1.0,0,0,0.5,0.5,0.75,1.25
ChristianCWalkerWalkerB,HOU,832,2880,427,720,158,7,147,443,318,742.0,25,6,0.25,.330,0.463,.793
JordanJWalkerWalkerRF,STL,168,584,67,149,29,3,21,71,47,154.0,8,4,0.255,.317,0.423,.740
ForrestFWallWallCF,SD,3,6,1,2,1,0,0,2,1,2.0,0,0,0.333,0.429,0.5,0.929
CaydenCWallaceWallaceB,WSH,1,1,1,0,0,0,0,0,1,1.0,0,0,0.0,0.5,0.0,0.5
ChadCWallachWallachC,TEX,155,400,35,79,15,2,11,39,33,150.0,0,1,0.198,.263,0.328,.591
TaylorTWallsWallsSS,TB,379,1080,145,203,45,7,18,98,150,328.0,52,10,0.188,.288,0.293,.581
DonovanDWaltonWaltonB,NYM,70,190,20,33,11,1,4,22,11,48.0,1,2,0.174,.227,0.305,.532
JeVonJWardWardRF,TOR,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
TaylorTWardWardLF,LAA,547,1915,273,483,93,6,77,242,205,514.0,20,10,0.252,.330,0.428,.758
RyanRWardWardB,LAD,5,11,0,1,0,0,0,0,0,6.0,0,0,0.091,0.091,0.091,0.182
DrewDWatersWatersCF,KC,3,7,1,2,1,0,0,3,1,2.0,1,0,0.286,0.375,0.429,0.804
KahlilKWatsonWatsonLF,CLE,2,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.333,0.0,0.333
AndyAWeberWeberSS,AZ,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
JordanJWeemsWeemsP,ATL,16,0,0,0,0,0,0,0,0,0.0,0,0,0.0,.000,0.0,.000
JaredJWegnerWegnerRF,NYY,3,3,0,1,0,0,0,0,0,2.0,1,0,0.333,0.333,0.333,0.666
DavisDWendzelWendzelX,CIN,2,3,0,0,0,0,0,0,0,2.0,0,0,0.0,0.0,0.0,0.0
JordanJWestburgWestburgB,BAL,175,624,83,164,43,7,21,86,38,153.0,10,4,0.263,.312,0.455,.767
MattMWhatleyWhatleyC,TOR,1,1,1,0,0,0,0,0,0,1.0,0,0,0.0,0.5,0.0,0.5
ShaySWhitcombWhitcombB,HOU,2,4,1,2,0,0,0,1,1,1.0,1,0,0.5,0.6,0.5,1.1
EliEWhiteWhiteB,ATL,2,4,1,4,0,0,0,0,1,0.0,0,1,1.0,1.0,1.0,2.0
JoeyJWiemerWiemerCF,KC,3,7,1,0,0,0,0,0,2,2.0,0,0,0.0,0.222,0.0,0.222
CreedCWillemsWillemsB,BAL,1,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
AlikaAWilliamsWilliamsB,PIT,83,188,20,38,9,2,0,11,12,57.0,1,0,0.202,.257,0.271,.528
CarsonCWilliamsWilliamsSS,TB,2,3,0,1,0,0,0,0,2,0.0,0,0,0.333,0.6,0.333,0.933
JettJWilliamsWilliamsB,NYM,2,5,0,1,0,0,0,0,0,0.0,0,0,0.2,0.2,0.2,0.4
LukeLWilliamsWilliamsB,ATL,2,5,0,0,0,0,0,0,0,4.0,0,0,0.0,0.0,0.0,0.0
BenBWilliamsonWilliamsonB,SEA,3,5,2,3,0,1,0,3,0,0.0,0,0,0.6,0.6,1.0,1.6
JacobJWilsonWilsonSS,ATH,28,92,11,23,2,2,0,3,8,10.0,0,0,0.25,.314,0.315,.629
PeytonPWilsonWilsonB,KC,4,2,1,0,0,0,0,0,1,0.0,0,0,0.0,0.333,0.0,0.333
WillWWilsonWilsonB,CLE,2,4,1,1,0,0,0,0,0,1.0,0,0,0.25,0.25,0.25,0.5
BraylenBWimmerWimmerB,COL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
JesseJWinkerWinkerLF,NYM,755,2364,344,620,122,3,95,324,356,511.0,17,7,0.262,.367,0.437,.804
JackJWinklerWinklerSS,MIA,2,2,2,1,1,0,0,1,2,0.0,0,0,0.5,0.75,1.0,1.75
MasynMWinnWinnSS,STL,187,709,93,178,34,5,17,69,51,135.0,13,6,0.251,.299,0.385,.684
BrettBWiselyWiselyB,SF,142,372,35,81,18,1,6,39,22,105.0,4,4,0.218,.263,0.32,.583
BobbyBWittJrWittSS,KC,469,1868,304,538,104,28,82,285,127,362.0,110,34,0.288,.336,0.505,.841
EthanEWorkingerWorkingerX,ATL,2,2,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
BlakeBWrightWrightB,COL,1,1,0,1,0,0,0,0,0,0.0,0,0,1.0,1.0,1.0,2.0
RyanRWrobleskiWrobleskiX,HOU,2,2,0,0,0,0,0,0,0,1.0,0,0,0.0,0.333,0.0,0.333
AustinAWynnsWynnsC,CIN,239,621,66,143,24,0,13,63,35,152.0,2,0,0.23,.277,0.332,.609
JefryJYanYanP,COL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
MikeMYastrzemskiYastrzemskiRF,SF,694,2274,365,543,134,22,106,318,257,657.0,18,10,0.239,.322,0.457,.779
JuanJYepezYepezX,WSH,2,4,0,1,1,0,0,1,0,0.0,0,0,0.25,0.25,0.5,0.75
NickNYorkeYorkeB,PIT,11,37,4,8,0,0,2,5,4,12.0,2,0,0.216,.286,0.378,.664
ColeCYoungYoungDH,SEA,3,6,1,2,0,0,0,0,0,1.0,0,0,0.333,0.333,0.333,0.666
JaredJYoungYoungB,NYM,22,62,10,13,2,3,2,8,6,20.0,3,0,0.21,.290,0.435,.725
WyattWYoungYoungSS,NYM,1,4,0,1,0,0,0,0,0,2.0,0,0,0.25,0.25,0.25,0.5
AaronAZavalaZavalaLF,TEX,1,3,0,0,0,0,0,0,0,2.0,0,0,0.0,0.0,0.0,0.0
SebySZavalaZavalaC,BOS,194,497,59,102,23,0,15,56,40,200.0,1,0,0.205,.271,0.342,.613
AdamAZebrowskiZebrowskiC,ATL,1,1,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
TravisTdArnauddArnaudC,LAA,884,3032,374,753,157,6,123,438,239,682.0,3,1,0.248,.309,0.426,.735
