Player,Team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG
SamSWeatherlyWeatherlyP,COL,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,1,1,1,1.00,.000
JacobJWebbWebbP,TEX,0,0,9.00,1,0,0,0,0,0,1.0,1,1,1,0,0,1,1,2.00,.250
LoganLWebbWebbP,SF,0,0,0.00,1,1,0,0,0,0,2.0,0,0,0,0,0,0,1,0.00,.000
BlakeBWeimanWeimanP,HOU,0,0,18.00,1,0,0,0,0,0,1.0,3,2,2,0,0,0,1,3.00,.600
ZackZWeissWeissP,STL,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0.00,.000
JBJWendelkenWendelkenP,SD,0,1,67.50,1,0,0,0,0,0,0.2,4,5,5,1,0,1,1,7.50,.667
NathanNWilesWilesP,TB,0,0,9.00,1,0,0,0,1,1,1.0,2,1,1,0,0,0,1,2.00,.400
TrevorTWilliamsWilliamsP,WSH,0,0,9.00,1,1,0,0,0,0,2.0,1,2,2,1,0,1,1,1.00,.143
StevenSWilsonWilsonP,CWS,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,1.00,.000
AllanAWinansWinansP,NYY,0,0,4.50,1,0,0,0,0,0,2.0,1,1,1,1,0,0,1,0.50,.143
JoshJWinderWinderP,AZ,0,0,10.80,1,0,0,0,0,0,1.2,2,2,2,1,0,2,1,2.40,.333
ColeCWinnWinnP,TEX,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,1.00,.000
GrantGWolframWolframP,MIL,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,1,1,2.00,.250
RandyRWynneWynneP,CIN,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,1.00,.000
KirbyKYatesYatesP,LAD,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
DannyDYoungYoungP,NYM,0,0,9.00,1,0,0,0,0,0,1.0,1,1,1,0,1,0,1,1.00,.250
AngelAZerpaZerpaP,KC,0,0,0.00,2,0,0,0,0,0,2.0,0,0,0,0,0,0,1,0.00,.000
TylerTZuberZuberP,NYM,0,0,0.00,1,0,0,0,0,0,1.2,1,0,0,0,0,3,1,2.40,.200
TravisTAdamsAdamsP,MIN,0,1,36.00,1,0,0,0,0,0,1.0,5,4,4,0,0,1,0,6.00,.625
TyTAdcockAdcockP,NYM,0,1,40.50,1,1,0,0,0,0,0.2,3,5,3,0,0,3,0,9.00,.750
JoanJAdonAdonP,WSH,0,0,0.00,2,0,0,0,0,0,2.0,0,0,0,0,0,1,0,0.50,.000
ZachZAgnosAgnosP,COL,0,0,0.00,2,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0.50,.143
MasonMAlbrightAlbrightP,COL,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,2,0,3.00,.250
DanDAltavillaAltavillaP,CWS,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
JhosmerJAlvarezAlvarezP,AZ,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
JustinJAndersonAndersonP,CWS,0,0,-.--,1,0,0,0,0,0,0.0,7,8,7,1,0,0,0,-.--,.875
ShaunSAndersonAndersonP,LAA,1,0,0.00,1,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0.50,.167
SamSArmstrongArmstrongP,CHC,0,0,0.00,1,0,0,0,1,1,1.0,0,0,0,0,0,0,0,0.00,.000
ShawnSArmstrongArmstrongP,TEX,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1.00,.250
KyleKBackhusBackhusP,AZ,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
AnthonyABandaBandaP,LAD,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,1,0,2.00,.333
AlecABargerBargerP,COL,0,0,0.00,2,0,0,0,0,0,1.1,1,0,0,0,0,1,0,1.50,.200
JoeJBarlowBarlowP,TEX,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,1,1,0,1.00,.000
ZachZBarnesBarnesP,AZ,0,0,0.00,1,0,0,0,0,0,1.0,2,2,0,0,0,0,0,2.00,.333
CharlieCBeilensonBeilensonP,SEA,0,0,0.00,1,0,0,0,0,1,0.2,3,3,0,0,0,1,0,6.00,.600
RyanRBergertBergertP,SD,1,0,0.00,1,1,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
ReidRBirlingmairBirlingmairP,TEX,0,0,13.50,1,0,0,0,0,0,0.2,1,1,1,0,0,1,0,3.00,.333
SpencerSBivensBivensP,SF,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
JakeJBlossBlossP,TOR,0,0,10.80,1,0,0,0,0,0,1.2,2,2,2,0,0,1,0,1.80,.286
CodyCBoltonBoltonP,SEA,0,0,0.00,1,0,0,0,0,0,0.2,1,0,0,0,0,2,0,4.50,.333
BryceBBonninBonninP,TEX,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.00,.000
CamCBooserBooserP,CWS,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1.00,.250
BenBBowdenBowdenP,ATH,0,0,18.00,2,0,0,0,0,0,1.0,2,2,2,0,0,1,0,3.00,.400
KalebKBowmanBowmanP,MIL,0,0,0.00,1,0,0,0,0,1,0.1,1,0,0,0,0,0,0,3.00,.500
RyanRBoyerBoyerP,TOR,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.00,.000
TajTBradleyBradleyP,TB,0,0,0.00,1,1,0,0,0,0,2.1,1,0,0,0,0,0,0,0.43,.125
JakeJBrentzBrentzP,TB,0,0,13.50,2,0,0,0,0,0,1.1,2,2,2,0,1,3,0,3.75,.333
ColtenCBrewerBrewerP,NYY,0,1,0.00,1,0,0,0,0,0,1.0,1,2,0,0,0,0,0,1.00,.200
JTJBrubakerBrubakerP,NYY,0,0,0.00,1,0,0,0,0,0,1.0,2,0,0,0,0,1,0,3.00,.500
TannerTBurnsBurnsP,CLE,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
JosJButtButtP,NYM,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
EdwardECabreraCabreraP,MIA,0,0,27.00,1,1,0,0,0,0,1.0,4,3,3,0,0,0,0,4.00,.571
YorlinYCalderonCalderonP,SEA,0,0,0.00,1,0,0,0,0,0,0.1,1,0,0,0,0,0,0,3.00,.500
BlasBCastanoCastanoP,SEA,0,0,9.00,1,0,0,0,0,0,1.0,1,1,1,0,0,1,0,2.00,.250
JosJCastilloCastilloP,AZ,0,0,0.00,1,0,0,0,0,0,0.1,1,1,0,0,1,0,0,3.00,.500
MiguelMCastroCastroP,HOU,0,0,9.00,1,0,0,0,0,0,1.0,2,1,1,0,0,0,0,2.00,.400
BradyBChobanChobanP,LAA,0,0,6.75,2,0,0,0,1,1,1.1,2,1,1,0,0,0,0,1.50,.400
MiguelMCienfuegosCienfuegosP,SD,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0,1,0,0,0.00,.000
HarrisonHCohenCohenP,NYY,0,0,0.00,1,0,0,0,0,0,0.1,1,0,0,0,0,0,0,3.00,.500
LuisLContrerasContrerasP,HOU,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
RoansyRContrerasContrerasP,BAL,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
TomTCosgroveCosgroveP,SD,0,0,9.00,2,0,0,0,0,0,2.0,1,2,2,0,1,2,0,1.50,.167
ChaseCCostelloCostelloP,MIL,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,1,0,3.00,.000
DylanDCoveyCoveyP,ATL,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
YovannyYCruzCruzP,BOS,0,0,27.00,1,0,0,0,0,1,1.0,4,3,3,0,0,0,0,4.00,.571
JohnJCurtissCurtissP,AZ,0,0,0.00,1,1,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
HagenHDannerDannerP,SEA,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,1,0,1.00,.000
EnyelEDeLosSantosDeLosSantosP,ATL,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
DylanDDoddDoddP,ATL,0,1,18.00,1,0,0,0,0,1,1.0,3,2,2,0,1,0,0,3.00,.500
TannerTDodsonDodsonP,ATH,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
ScottSEffrossEffrossP,NYY,0,0,0.00,2,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
FraserFEllardEllardP,CWS,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
MasonMErlaErlaP,LAA,0,0,0.00,1,0,0,0,0,0,0.2,1,0,0,0,0,2,0,4.50,.500
LoganLEvansEvansP,SEA,0,0,27.00,1,1,0,0,0,0,1.1,5,4,4,0,0,0,0,3.75,.625
AlexAFaedoFaedoP,TB,0,0,0.00,1,0,0,0,0,0,1.0,2,0,0,0,0,0,0,2.00,.500
CalvinCFaucherFaucherP,MIA,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
ErickEFeddeFeddeP,STL,0,0,0.00,1,1,0,0,0,0,1.0,2,0,0,0,0,0,0,2.00,.500
NeftalNFelizFelizP,SEA,0,0,18.00,1,0,0,0,0,1,1.0,3,2,2,0,0,0,0,3.00,.500
MattMFestaFestaP,TEX,0,0,27.00,1,0,0,0,0,0,1.0,3,3,3,2,0,0,0,3.00,.500
JoshJFlemingFlemingP,SEA,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1.00,.250
BowdenBFrancisFrancisP,TOR,0,0,4.50,1,0,0,0,0,0,2.0,1,1,1,1,0,0,0,0.50,.143
NickNFrazeFrazeP,TOR,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.00,.000
CarsonCFulmerFulmerP,PIT,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
BrandynBGarciaGarciaP,SEA,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1.00,.250
SamSGarciaGarciaP,MIL,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,1,0,2.00,.250
YimiYGarcaGarcaP,TOR,1,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
CesarCGomezGomezP,HOU,0,0,9.00,1,0,0,0,0,0,1.0,1,1,1,1,0,0,0,1.00,.250
MichaelMGomezGomezP,STL,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,1,0,2.00,.250
AustinAGordonGordonP,LAA,0,0,135.00,1,0,0,0,0,0,0.1,2,5,5,0,0,3,0,15.00,.667
ChadCGreenGreenP,TOR,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,1,0,1.00,.000
MarquisMGrissomJrGrissomJrP,WSH,0,0,0.00,1,0,0,0,1,1,1.0,0,0,0,0,1,0,0,0.00,.000
SeanSGuentherGuentherP,DET,0,0,0.00,1,0,0,0,0,0,1.0,1,1,0,0,0,1,0,2.00,.250
YoendrysYGmezGmezP,NYY,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
BrenanBHanifeeHanifeeP,DET,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,1,0,2.00,.333
HunterHHarveyHarveyP,KC,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1.00,.250
DakotaDHawkinsHawkinsP,NYM,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.00,.000
RyanRHelsleyHelsleyP,STL,0,0,18.00,1,0,0,0,0,0,1.0,3,2,2,0,0,0,0,3.00,.500
EdgardoEHenriquezHenriquezP,LAD,0,0,108.00,1,0,0,0,0,0,0.1,1,4,4,0,0,3,0,12.00,.500
DaysbelDHernndezHernndezP,ATL,0,0,18.00,1,0,0,0,0,0,1.0,3,2,2,0,0,1,0,4.00,.500
EduardoEHerreraHerreraP,NYM,0,0,9.00,1,0,0,0,0,0,1.0,1,1,1,0,0,1,0,2.00,.250
MasonMHickmanHickmanP,CLE,0,0,4.50,2,0,0,0,0,0,2.0,2,1,1,1,0,0,0,1.00,.286
JadenKHillHillP,COL,0,1,54.00,1,0,0,0,0,0,0.2,0,4,4,0,2,2,0,3.00,.000
CarsonCHobbsHobbsP,LAD,0,1,0.00,1,0,0,0,0,1,0.2,4,4,0,0,0,1,0,7.50,.667
ColinCHoldermanHoldermanP,PIT,0,1,9.00,1,0,0,0,0,0,1.0,2,1,1,0,0,0,0,2.00,.400
GrantGHolmanHolmanP,ATH,0,0,0.00,1,0,0,0,0,0,1.0,2,0,0,0,0,0,0,2.00,.500
BaileyBHornHornP,STL,0,0,27.00,2,0,0,0,0,0,1.1,3,4,4,0,1,3,0,4.50,.429
JackJHostetlerHostetlerP,MIL,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
GabrielGHughesHughesP,COL,0,0,0.00,1,1,0,0,0,0,2.0,0,0,0,0,0,1,0,0.50,.000
NickNHullHullP,CHC,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.00,.000
KCKHuntHuntP,MIL,0,1,18.00,1,0,0,0,0,1,1.0,1,2,2,1,0,1,0,2.00,.250
JakeJIrvinIrvinP,WSH,0,0,0.00,1,1,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
ZachZJacobsJacobsP,CLE,0,0,0.00,1,0,0,0,0,1,0.2,1,0,0,0,0,1,0,3.00,.500
WilWJensenJensenP,CHC,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.00,.000
BrandonBJohnsonJohnsonP,KC,0,0,27.00,1,0,0,0,0,1,0.2,1,2,2,1,0,2,0,4.50,.333
ChandlerCJozwiakJozwiakP,MIA,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.00,.000
DanielDJuarezJuarezP,NYM,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.00,.000
ChrisCKachmarKachmarP,CHC,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
RobRKaminskyKaminskyP,STL,0,0,13.50,1,0,0,0,0,0,0.2,1,1,1,0,0,0,0,1.50,.333
KarlKKauffmannKauffmannP,COL,0,0,18.00,1,0,0,0,0,0,1.0,3,2,2,0,0,1,0,4.00,.600
ZackZKellyKellyP,BOS,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
JohnJKingKingP,STL,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
JustinJKingKingP,MIA,0,0,81.00,1,0,0,0,0,0,0.2,4,6,6,1,0,3,0,10.50,.667
JimmyJKingsburyKingsburyP,SEA,0,0,0.00,2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.00,.000
GeorgeGKlassenKlassenP,LAA,0,0,0.00,1,0,0,0,0,0,1.0,2,0,0,0,0,0,0,2.00,.500
LandonLKnackKnackP,LAD,0,0,9.00,1,0,0,0,0,0,1.0,1,1,1,0,1,0,0,1.00,.250
AntonioAKnowlesKnowlesP,LAD,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
KevinKKoppsKoppsP,SD,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.00,.000
JoeyJKrehbielKrehbielP,TB,0,1,13.50,2,1,0,0,0,0,1.1,2,2,2,0,0,1,0,2.25,.333
JustinJLawrenceLawrenceP,COL,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1.00,.250
BrandonBLeibrandtLeibrandtP,NYY,0,0,3.00,1,0,0,0,0,0,3.0,2,1,1,1,0,0,0,0.67,.182
ZacZLeighLeighP,CHC,1,0,0.00,2,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
BradBLordLordP,WSH,0,0,4.50,1,0,0,0,0,0,2.0,3,1,1,0,0,0,0,1.50,.375
JoeyJLucchesiLucchesiP,SF,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
JoeJMantiplyMantiplyP,AZ,0,0,0.00,1,1,0,0,0,0,1.0,0,0,0,0,0,1,0,1.00,.000
RonRMarinaccioMarinaccioP,SD,0,0,0.00,2,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0.50,.167
CorbinCoMartinMartinP,BAL,0,1,18.00,1,0,0,0,0,0,1.0,3,2,2,1,0,0,0,3.00,.500
RodolfoRMartinezMartinezP,BAL,0,0,9.00,1,0,0,0,0,0,1.0,1,1,1,1,0,1,0,2.00,.250
YukiYMatsuiMatsuiP,SD,0,0,4.50,2,0,0,0,0,0,2.0,1,1,1,1,0,1,0,1.00,.167
StevenSMatzMatzP,STL,0,0,0.00,1,1,0,0,0,0,2.0,0,0,0,0,0,1,0,0.50,.000
TylerTMatzekMatzekP,NYY,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
GunnerGMayerMayerP,PHI,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.00,.000
AdamAMazurMazurP,MIA,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
ZachZMcCambleyMcCambleyP,MIA,0,0,0.00,2,0,0,0,0,0,0.2,2,0,0,0,0,1,0,4.50,.500
EastonEMcGeeMcGeeP,MIL,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
TreyTMcGoughMcGoughP,CWS,0,1,27.00,1,0,0,0,0,1,1.0,3,3,3,1,0,2,0,5.00,.600
JakeJMcSteenMcSteenP,ATL,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,1,0,3.00,.000
SamSMcWilliamsMcWilliamsP,MIL,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
JacobJMeadorMeadorP,LAD,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,3,0,3.00,.000
MichaelMMercadoMercadoP,PHI,0,0,9.00,1,0,0,0,0,1,1.0,3,2,1,0,0,0,0,3.00,.500
NickNMikolajchakMikolajchakP,CLE,0,0,0.00,2,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1.00,.250
MilesMMikolasMikolasP,STL,0,0,0.00,1,1,0,0,0,0,2.0,2,0,0,0,0,1,0,1.50,.286
BobbyBMillerMillerP,LAD,0,0,-.--,1,0,0,0,0,0,0.0,1,2,2,0,0,1,0,-.--,1.000
RyanRMillerMillerP,DET,0,1,-.--,1,0,0,0,0,1,0.0,2,4,4,1,0,2,0,-.--,1.000
AnthonyAMolinaMolinaP,COL,0,0,27.00,1,0,0,0,0,0,1.0,4,3,3,0,0,0,0,4.00,.571
KeiderKMonteroMonteroP,DET,0,0,0.00,1,0,0,0,0,0,1.0,2,0,0,0,0,0,0,2.00,.500
ChristianCMontesDeOcaMontesDeOcaP,AZ,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,2,0,2.00,.000
MasonMMontgomeryMontgomeryP,TB,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
WesleyWMooreMooreP,PHI,0,1,27.00,1,0,0,0,0,0,0.1,2,1,1,0,0,1,0,9.00,.667
ZaneZMorehouseMorehouseP,CLE,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,2,0,6.00,.000
LuisLMorenoMorenoP,NYM,0,0,20.25,1,0,0,0,0,0,1.1,3,3,3,0,0,2,0,3.75,.429
AlfredAMorilloMorilloP,AZ,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,1,0,2.00,.333
CharlieCMortonMortonP,BAL,0,0,0.00,1,1,0,0,0,0,1.0,2,0,0,0,0,0,0,2.00,.400
OddanierOMosquedaMosquedaP,STL,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.00,.000
RolddyRMunozMunozP,ATL,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
LukeLMurphyMurphyP,LAA,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.00,.000
TylerTMyrickMyrickP,SF,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.00,.000
TimTNaughtonNaughtonP,DET,0,0,0.00,1,0,0,0,0,0,0.1,1,0,0,0,0,1,0,6.00,.500
TysonTNeighborsNeighborsP,SD,0,0,0.00,1,0,0,0,0,0,0.1,1,0,0,0,0,0,0,3.00,.500
ShinnosukeSOgasawaraOgasawaraP,WSH,1,0,0.00,1,1,0,0,0,0,1.0,1,0,0,0,0,0,0,1.00,.250
PeytonPPallettePalletteP,CWS,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
ColeCPaplhamPaplhamP,SD,0,0,54.00,1,0,0,0,0,0,0.1,2,2,2,0,1,0,0,6.00,.667
EricEPardinhoPardinhoP,TOR,0,0,40.50,1,0,0,0,0,0,0.2,3,3,3,1,0,1,0,6.00,.600
EnoliEParedesParedesP,ATL,1,0,9.00,1,0,0,0,0,1,1.0,3,1,1,0,1,0,0,3.00,.600
NateNPearsonPearsonP,CHC,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
CarlosCPenaPenaP,DET,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,.000
KonnorKPilkingtonPilkingtonP,WSH,0,0,0.00,1,0,0,0,0,0,1.0,2,0,0,0,0,0,0,2.00,.500
PJPPoulinPoulinP,DET,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.00,.000
QuinnQPriesterPriesterP,BOS,0,0,4.50,1,1,0,0,0,0,2.0,2,1,1,1,0,1,0,1.50,.286
CionelCPrezPrezP,BAL,0,0,9.00,1,0,0,0,0,0,1.0,2,1,1,0,0,0,0,2.00,.400
